waiwai,chapter_id,entry_id,significado,meaning,WaiWai,Wai_Wai_sem_correcao,Wai_Wai_Phonemic,comment,comment_sem_correcao,comentario,comentario_sem_correcao,Referencia
Cicwiyem,,,cor preto,,Cicwiyem,,ti tiwi em,,,,,3
cihxicerî,,,vamos arastar,,cihxicerî,,,,,,,2
Cihxicerî,,,vamos arastar,,Cihxicerî,,tir x ice ri,,,,,3
cihxikya,,,arrastar,,cihxikya,,,,,,,2
Cihxikya,,,arrastar,,Cihxikya,,tir xiquia,,,,,3
Cihxikyasî,,,arrastamos,,Cihxikyasî,,tire xi quia su,,,,,3
cihxikyatu,,,arrastamos,,cihxikyatu,,,,,,,2
cihximso,,,para se arrasta,,cihximso,,,,,,,2
Cihximso,,,para se arrasta,,Cihximso,,tir xi som,,,,,3
cihxiso,,,arrastado,,cihxiso,,,,,,,2
Cihxiso,,,arrastado,,Cihxiso,,tir xis o,,,,,3
cihye,,,com esposa,,cihye,,,,,,,2
Cihye,,,com esposa,,Cihye,,tir ie,,,,,3
cihyem,,,casado,,cihyem,,,,,,,2
Cihyem,,,casado,,Cihyem,,ti riem,,,,,3
čihyem ,2,380,homem casado,married man     ,čihyem ,čihyem ,č-ih-ye-m ,Lit. 'adv-wife-adv-nominalizer'.,,Literalmente. 'Adv-Wife-ADV-Nominalizador'.,,1
Ciima,,,pequeno macaco marrom de rabo comprido,,Ciima,,,,,"Veja: cakapma; ciipo,; ; ",,4
čiiñoyem ,2,390,mulher casada,married woman   ,čiiñoyem ,čiiɲoyem ,čiiɲoye-m ,Lit. 'adv-husband-adv-nominalizer'.,,Literalmente. 'Adv-husband-ADV-nominalizador'.,,1
ciipo,,,"pintura, uruku",,ciipo,,,,,,,2
Ciipo,,,"pintura, uruku",,Ciipo,,ti fo,,,,,3
ciiso,,,"feito, pronto",,ciiso,,,,,,,2
Ciiso,,,"feito, pronto",,Ciiso,,ti so,,,,,3
ciisom,,,para ser feito,,ciisom,,,,,,,2
Ciisom,,,para ser feito,,Ciisom,,ti som,,,,,3
Ciisusu,,,Nome de Jesus usado nos primeiros anos,,Ciisusu,,,,,Foi substituído por Xesus para ser semelhante ao Português; ; ; ,,4
ciki,,,empurrar,,ciki,,,,,,,2
Ciki,,,empurrar,,Ciki,,ti qui,,,,,3
Cîkî,,,"amarrar, tenso",,Cîkî,,,,,apelar; Cîk wara yimiko; Cîk cîk cîk; Ele amarrou,,4
Ciki,,,pequeno,,Ciki,,,,,uma pequena quantia (Pode também expressar a ideia de afeição); Omariyan ciki; Omxîkrî cik amoro; Você é o meu filho querido,,4
Ciki,,,empurrar,,Ciki,,,,,Ciki kacoko; Todo mundo empurre!; ; ,,4
cikiñimso,,,ciumento ou a ciumenta,,cikiñimso,,,,,,,2
Cikiñimso,,,ciumento ou a ciumenta,,Cikiñimso,,ti qui nhim som,,,,,3
cîkînîn,,,totalmente escuro,,cîkînîn,,,,,cîkînînpe nasî; Está muito escuro; Ele entrou na escuridão; Cewcîkînîno (NMZD) tuuna yewru,,4
cikiri,,,escorpião,,cikiri,,,,,,,2
Cikiri,,,escorpião,,Cikiri,,ti qui ri,,,,,3
Cikiri,,,escorpião,,Cikiri,,,,,Cikiri oyeska; O escorpião me ferrou; ; ,,4
čikiri,3,815,escorpião,scorpion,čikiri,čikiri,čikiri,,,,,1
Cîkîrîrî,,,tipo de peixe de tamanho pequeno com nariz longo,,Cîkîrîrî,Cim𝐧̂ipu,,,,,,4
cimici,,,mergulhador,,cimici,,,,,,,2
cimiciso,,,afundado ou mergulado,,cimiciso,,,,,,,2
Cimiciso,,,afundado ou mergulado,,Cimiciso,,timi ti so,,,,,3
Cimicisom,,,mergulhador,,Cimicisom,,timi ti som,,,,,3
Cimiciye,,,com raiz,,Cimiciye,,timi tié,,,,,3
cimiciyem,,,enraizado ou veia,,cimiciyem,,,,,,,2
Cimiciyem,,,enraizado ou veia,,Cimiciyem,,timiti em,,,,,3
Cîmîkî,,,gosto amargo,,Cîmîkî,,,,,Cîmîkî nasî kica; É muito amargo; Engula o tipo amargo (remédio); ,,4
čîmîkî,15,370,amargo,bitter,čîmîkî,čîmîkî,čɨmɨkɨ,,,,,1
cimiso,,,amarrado,,cimiso,,,,,,,2
Cimiso,,,amarrado,,Cimiso,,timi so,,,,,3
Cimñipu,,,"época chuvosa, de enchente",,Cimñipu,,,,,cimñipu tak nasî ewrutoponhîrî; Ele tem 10 anos de idade; Chuvas de enchente estão caindo agora; cimñipu yimaw,,4
čimñipu,14,730,ano,year,čimñipu,čimɲipu,čimɲiΦu,Refers to flood season.,,Refere -se à estação de inundação.,,1
ciñoy,,,com marido,,ciñoy,,,,,,,2
Ciñoy,,,com marido,,Ciñoy,,ti nhoi,,,,,3
ciñoyem,,,casada,,ciñoyem,,,,,,,2
Ciñoyem,,,casada,,Ciñoyem,,ti nh iem,,,,,3
Cipi,,,gotejar,,Cipi,,,,,pingar; Cipi Cipi kesî; ; ,,4
cipici,,,sua mulher,,cipici,,,,,,,2
Cipici,,,sua mulher,,Cipici,,ti fi ti,,,,,3
Cirak,,,esguichar (qualquer liquido),,Cirak,,,,,,,4
ciriciri,,,muruci,,ciriciri,,,,,,,2
Ciriciri,,,muruci,,Ciriciri,,tiritiri,,,,,3
Ciriciri,,,árvore florestal de frutas amarelas,,Ciriciri,,,,,,,4
Ciriciri,,,inseto que canta a noite,,Ciriciri,,,,,,,4
cirihnî,,,que não pode ser feito,,cirihnî,,,,,,,2
Cirihnî,,,que não pode ser feito,,Cirihnî,,tirir nu,,,,,3
cirihra,,,não fez,,cirihra,,,,,,,2
Cirihra,,,não fez,,Cirihra,,tiri r ra,,,,,3
cirikra,,,especie de flauta que se toca para dançar,,cirikra,,,,,,,2
Cirikra,,,especie de flauta que se toca para dançar,,Cirikra,,tiri cra,,,,,3
ciripipi,,,passarinho,,ciripipi,,,,,,,2
Ciripipi,,,passarinho,,Ciripipi,,tiri fi fi,,,,,3
Ciripipi,,,bem-te-vi,,Ciripipi,ci𝐫̂mi,,,,,,4
cîrîrî,,,passarinho azul,,cîrîrî,,,,,,,2
Cîrîrî,,,passarinho azul,,Cîrîrî,,ti uru ru,,,,,3
Cîrîrî,,,passarinho pequeno de cor vermelho brilhante,,Cîrîrî,,,,,,,4
cirixe,,,quer fazer,,cirixe,,,,,,,2
Cirixe,,,quer fazer,,Cirixe,,tirixe,,,,,3
cirko,,,faz,,cirko,,,,,,,2
Cirko,,,faz,,Cirko,,tir co,,,,,3
čirko ,8,531,planta (VB),plant (vb),čirko ,čirko ,čir-ko ,Lit. 'put-imperative'.,,Literalmente. 'Put-Imperative'.,,1
čirko ,8,310,semear,sow,čirko ,čirko ,čir-ko ,Lit. 'put-imperative'.,,Literalmente. 'Put-Imperative'.,,1
ciřmi,,,flecha de ponta de osso,,ciřmi,,,,,,,4
Cirow,,,nascer,,Cirow,,,,,,,4
cirpoko,,,manda fazer,,cirpoko,,,,,,,2
Cirpoko,,,manda fazer,,Cirpoko,,tir foco,,,,,3
Ciwya,,,Ilha,,Ciwya,,,,,Ciwya tan eepu kwaw rma; Isto é uma ilha no rio; ; ,,4
Cîwya,,,"mel, amado (falado entre pessoas casadas-raro)",,Cîwya,,,,,,,4
čiwya,1,250,ilha,island  ,čiwya,čiwya,čiwya,,,,,1
Cixke,,,acesso a alguma coisa ou passar por um lugar escondido por trepadeiras ou arbustos,,Cixke,,,,,Cixke xa nasî; (Acesso ao porco que morreu está) escondido pelas trepadeiras e arbustos; (O acesso é difícil por causa de) muitos objetos finos; ,,4
Ciyaxkem,,,(ATZD) + (NMZD) - de flecha farapada,,Ciyaxkem,,,,,Oyuhre pono pohcukmesî ciyaxkem; Estou afiando a ponta da flecha farapada Veja: yaxi; ; ,,4
Cma,,,indica que a ação oposta pode ou já ter ocorreu,,Cma,,,,,Wahsî cma; Eu a peguei (mas talvez não); favor me ajude; ,,4
Cmai,,,chicotear,,Cmai,,,,,,,4
Cmo,,,"Beijar fazendo um som, bater na superfície da água",,Cmo,,,,,,,4
Cmow,,,bater com uma vara,,Cmow,,,,,,,4
Coihcoi,,,andar na do pé,,Coihcoi,,,,,Ciyhcoi kasko; Vai na ponta do pé; ; ,,4
Cokna,,,pequeno peixe,,Cokna,,,,,,,4
Coko,,,soluçar,,Coko,,,,,Kicokonasî; Estou soluçando; ; ,,4
Cokocoko,,,Peru,,Cokocoko,,,,,,,4
cokohcoko,,,banzeiro ou maresia,,cokohcoko,,,,,,,2
Cokohcoko,,,banzeiro ou maresia,,Cokohcoko,,tio cor tio co,,,,,3
cokona,,,arrotar,,cokona,,,,,,,2
Cokona,,,arrotar,,Cokona,,tio co na,,,,,3
Cokopow,,,colocar Carne no caldo,,Cokopow,,,,,,,4
Como,,,Floresta plana,,Como,,,,,,,4
comomo,,,ação de apagar fogo com água,,comomo,,,,,,,2
Comomo,,,ação de apagar fogo com água,,Comomo,,tio mo mo,,,,,3
comopo,,,lugar de área plana,,comopo,,,,,,,2
Comopo,,,lugar de área plana,,Comopo,,tio mo fo,,,,,3
comota,,,mata ou floresta,,comota,,,,,,,2
Comota,,,mata ou floresta,,Comota,,tio mo ta,,,,,3
Comota,,,"Floresta, selva, mato",,Comota,,,,,Ocomotan; minha floresta [Fono: Poss: -n]; ; ,,4
čomota,1,410,"Woods, floresta","woods, forest   ",čomota,čomota,čomota,,,,,1
Coowi,,,papagaio de tamanho médio que pode aprender a falar,,Coowi,co𝐫̂o𝐫̂ma,,,,,,4
copoye,,,cheio,,copoye,,,,,,,2
Copoye,,,cheio ou cheia,,Copoye,,tio fo e,,,,,3
Copoye,,,cheio,,Copoye,Co𝐫̂𝐨𝐫̂𝐨,,,,copoyem (NMZD); algo que está cheio; ; ,,4
čopoyi,13,210,cheio,full,čopoyi,čopoyi,čoΦoyi,,,,,1
coro,,,coração,,coro,,,,,,,2
Coro,,,coração,,Coro,,tio ro,,,,,3
Coro,,,Coração (geralmente refere-se ao órgão físico),,Coro,co𝐫̂o𝐫̂wa,,,,Ocoro; Meu coração Tîcorokem (ATZD) + (NMZD) xa caana ñhe; Corohnî mîkro; Ele fala com ousadia (fala nomes e não títulos),,4
čoro,4,440,coração,heart,čoro,čoro,čoro,,,,,1
Coropopo,,,pequeno papagaio cinza,,Coropopo,,,,,,,4
cořořma,,,"Quebrar em pedacinhos (forma transitiva suposta, mas não observada",,cořořma,,,,,); 𝐍̂ecořořma (INZD) okwe; ; ,,4
Cořořo,,,quebrar em pedacinhos,,Cořořo,,,,,𝐍̂ecořořoma; Quebrou em pedacinhos; ; ,,4
cororwa,,,andorinha,,cororwa,,,,,,,2
Cororwa,,,andorinha,,Cororwa,,tioror ua,,,,,3
cořořwa,,,Andorinha,,cořořwa,,,,,,,4
Cow,,,todos juntos fazendo uma açao,,Cow,,,,,Cow wara mohcow; Eles se juntaram; Atirar uma para cima e atingir um alvo; Cow curay,,4
Cowhcow,,,alto com um machete,,Cowhcow,,,,,Cowhcow kasko; Corte-o com o teçado; ; ,,4
Cpo,,,tinta vermelha para o rosto (feito de sementes do urucu),,Cpo,,,,,Ciipo eeko; Traga a tinta vermelha; Me traga a minha tinta vermelha de rosto; [Fona: Poss: -n],,4
Cu,,,"Vermelho, amarelo, laranja, maduro",,Cu,,,,,Cucure nas oco; É muito vermelho; Me trata com o tipo vermelho (remédio); Xmari yori wucuresi (VBZD),,4
Cucuk,,,afixar no chão,,Cucuk,,,,,,,4
Cucukmi,,,papa-figo de pomar,,Cucukmi,,,,,,,4
cucure,,,está vermelho,,cucure,,,,,,,2
Cucure,,,esta vermelho,,Cucure,,tiu tiu re,,,,,3
čučure,15,660,vermelho,red,čučure,čučure,ču-ču-re,Lit. 'adv-red-adv'.,,Literalmente. 'Adv-Red-Adv'.,,1
cucurem,,,vermelho,,cucurem,,,,,,,2
Cucurem,,,vermelho,,Cucurem,,tiu tiu rem,,,,,3
Cuhcu,,,"Andar, dar passos",,Cuhcu,,,,,,,4
Cuhwa,,,na floresta (usado por pessoas que ficam vários dias na floresta),,Cuhwa,,,,,Meye cuhwaw nasî; Ele bem dentro da floresta; Vamos para a floresta; ,,4
cukmano,,,beju feito na hora,,cukmano,,,,,,,2
Cukmano,,,beju feito na hora,,Cukmano,,tiu ba no,,,,,3
cukmape,,,mole,,cukmape,,,,,,,2
Cukmape,,,mole,,Cukmape,,tiu ba fé,,,,,3
Cukmape,,,macio,,Cukmape,,,,,Cukmano (NMZD) xe (VBZD); Amaciar; ; ,,4
čukmape,15,750,suave,soft,čukmape,čukmape,čukmaΦe,,,,,1
cukuhcuku,,,"banzeiro da água, ou ação de afincar pau na terra",,cukuhcuku,,,,,,,2
Cukuhcuku,,,"banzeiro da água, ou ação de afincar pau na terra",,Cukuhcuku,,tiu cur tio cu,,,,,3
Cukuhcuku,,,pequena onda,,Cukuhcuku,,,,,,,4
Cukuhcuku,,,tipo de árvore cujas folhas caem anualmente,,Cukuhcuku,,,,,,,4
cukumururu,,,lodo,,cukumururu,,,,,,,2
Cukumururu,,,lodo,,Cukumururu,,tiu ku mururu,,,,,3
Cukupi,,,passarinho mergulhador de tamanho médio,,Cukupi,,,,,,,4
Cukuywe,,,Água quente para aplicar no corpo,,Cukuywe,,,,,Cukuywe cirko; Coloque água quente nele; Coloque água quente nele; ,,4
Cumi,,,Enrugado (raro) (veja(tu)skurumi(y)) cucumity,,Cumi,,,,,Enrugado; Tmacumiy (CPD) xakñe; ; ,,4
Cumuru,,,Tipo de formiga com uma ferroada muito forte,,Cumuru,,,,,Algumas são vermelhas e outras pretas; ; ; ,,4
cure,,,bejú,,cure,,,,,,,2
Cure,,,bejú,,Cure,,tiu re,,,,,3
Curuhtow,,,"Pular para o Chão, sair de uma rede",,Curuhtow,,,,,Caruhtow kasko; Pule para o chão; ; ,,4
Cutai,,,"quebrar (corda, cordão, fio)",,Cutai,,,,,,,4
cuupu,,,capim,,cuupu,,,,,,,2
Cuupu,,,capim,,Cuupu,,tiu fu,,,,,3
Cuupu,,,grama,,Cuupu,,,,,,,4
čuupu,8,510,Relva,grass,čuupu,čuupu,čuuΦu,,,,,1
Cuure,,,beiju,,Cuure,,,,,,,4
čuure  ,5,510,pão,bread,čuure  ,čuure  ,čuure  ,Made of manioc.,,Feito de manioc.,,1
Cwai,,,acender fósforo,,Cwai,,,,,,,4
Cwi,,,preto,,Cwi,,,,,tahrem cwintho; fuligem preto num pote de cozinhar Cicwiye nasî; Yicwireko (VBZD); Fazer preto,,4
Cwotu,,,frio intenso,,Cwotu,,,,,Cwotu kahsîya; O frio intenso nos afeta; ; ,,4
E,,,,,E,,,,,,,4
Ecipu,,,"sarar (de um corte, ferida ou machucado)",,Ec(i)pu,,,,,𝐍̂ecihyas amñe; Vai sarar mais tarde; Não sara; Tan wasî ecihtopo mîtwo,,4
ecahtopo,,,queimada,,ecahtopo,,,,,,,2
Ecahtopo,,,queimada,,Ecahtopo,,e tiar to fo,,,,,3
Ecaki,,,queimar,,Ecaki,,,,,"Kecak oco; Me queimei Ecakîra weexi; Mecakyasî men oco; Tome cuidado, você pode se queimar",,4
ečakîra ,1,852,Burn (VB intrans),burn (vb intrans)       ,ečakîra ,ečakîra ,ečakɨ-ra ,Lit. 'burn-negative'.,,Lit. 'Burn-negativo'.,,1
ecanamakî,,,se pinte,,ecanamakî,,,,,,,2
Ecanamakî,,,se pinte,,Ecanamakî,,e tia na ma cu,,,,,3
ecanamatopo,,,lugar de se pintar vm jenipapo,,ecanamatopo,,,,,,,2
Ecanamatopo,,,lugar de se pintar vm jenipapo,,Ecanamatopo,,e tia na matofo,,,,,3
Ecarakarî,,,paraná,,Ecarakarî,,etia ra caru,,,,,3
Ece,,,"tocar (um instrumento de sopro), encher",,Ece,,,,,Raatî weceyasî; Estou tocando uma flauta; Não estou tocando-o; Eceko,,4
ečečetoko,12,160,"Permaneça, fique","remain, stay",ečečetoko,ečečetoko,eč-ečeto-ko,Lit. 'detransitivizer-stand/support-imperative'.,,Literalmente. 'Detransitivizer-Stand/Support-Imperative'.,,1
Ececoka,,,"tendo dois lados, usando ambos (mãos, braços, etc",,Ececoka,,,,,); Ececoka ahsîko; Yawaka wahsî ececokan (NMZD); Comprei um machado afiado dos dois lados,,4
Ecehto,,,"suportar (mecânico, encorajamento), firmar; fazer o inimigo corre",,Ecehto,,,,,"Kanawa ecehtoko; Segura a canoa para não balançar; Está bem, vou segurar para não balançar; Ecehtora thakwa wasî",,4
Ecen,,,no mesmo nível,,Ecen,,,,,Mîîmo yecento nasî; Está nivelado com a casa; Quando você estiver bem ao lado da aldeia procure as montanhas; ,,4
ecenarî,,,"serve, tamanho certo,encaixa",,ecenarî,,,,,,,2
Ecenarî,,,"serve, tamanho certo,encaixa",,Ecenarî,,atie na ru,,,,,3
Ecenarî,,,"mesmo tamanho, mesmo tempo",,Ecenarî,,,,,Oyecenarî nasî poono; O casaco é do meu tamanho; Nós chegamos ao mesmo tempo Ecenarîno (NMZD) tîmko yîmya; Dê a ele um do seu tamanho,,4
eceñe,,,na direção,,eceñe,,,,,,,2
Eceñe,,,na direção,,Eceñe,,e tié nhe,,,,,3
Ecepu,,,"vara (de pescar), armação no qual se afixa coisas",,Ecepu,,,,,kîîwi yawyoci yecepu; vara de pesca; Viga da casa; ,,4
Echi,,,beira da água,,Echi,,,,,Echîra ro mak nasî tuuna ymo; O oceano não tem beira; [Fono: Poss: - ri]; ,,4
ečhîrî        ,1,270,costa,shore   ,ečhîrî        ,ečhî-rî        ,ečhɨ-rɨ        ,Lit. 'shore-poss'.,,Lit. 'Possa de costa'.,,1
Ecihta,,,"beira do rio, igarapé",,Ecihta,,,,,Ecihtaw kîwînîkyasî; Vou dormir à beira do rio; Vamos à beira da água; ,,4
ecihtopo,,,cicatriz,,ecihtopo,,,,,,,2
Ecihtopo,,,cicatriz,,Ecihtopo,,eti r to fo,,,,,3
ecihxapu,,,cicatrizado,,ecihxapu,,,,,,,2
Ecihxapu,,,cicatrizado,,Ecihxapu,,etir to fo,,,,,3
Ecim,,,envenenar (peixe),,Ecim,,,,,Aporî wecimyasî; Vou envenenar (os peixes) no igarapé; Vou envenenar os peixes; ,,4
ecirin,,,"não eleito, difícil de ser feito",,ecirin,,,,,,,2
Ecirin,,,"não eleito, difícil de ser feito",,Ecirin,,eti rin,,,,,3
ecirpon,,,dificil de fazer vencer,,ecirpon,,,,,,,2
Ecirpon,,,dificil de fazer vencer,,Ecirpon,,etir fon,,,,,3
ecitopo,,,eleição,,ecitopo,,,,,,,2
Ecitopo,,,eleição,,Ecitopo,,e ti to fo,,,,,3
ecixapu,,,eleito,,ecixapu,,,,,,,2
Ecixapu,,,eleito,,Ecixapu,,eti xá fu,,,,,3
Ecmam,,,"atrasar, demorar",,Ecmam,,,,,Kecmamyas okwe; Estou ficando atrasado; Não me atrasarei; Ow mecmamnoyasî,,4
ečmamra,14,240,"retardado, atraso","retard, delay",ečmamra,ečmamra,ečmam-ra,Lit. 'delay-negative'.,,Literalmente. 'Atraso negativo'.,,1
ecocoronkara,,,não passa febre,,ecocoronkara,,,,,,,2
Ecocoronkara,,,não passa febre,,Ecocoronkara,,etio tio ron cara,,,,,3
Ecori,,,cozinhar,,Ecori,,,,,𝐍̂ecori owya; Acredito que está pronto (cozido); Não está pronto; Veja: yo,,4
ečorîra,5,121,cozinhou,cooked,ečorîra,ečorîra,ečorɨ-ra,Lit. 'cook-negative'.,,Literalmente. 'Cook negativo'.,,1
ečorîra,5,122,cru,raw,ečorîra,ečorîra,ečorɨ-ra,,,,,1
ee,,,Uma expressão que indica sucesso,,ee,,,,,"É usado com entonação decrescente; Ee, kiřwañhe tak nasî; ; ",,4
eeco,,,outro lado,,eeco,,,,,,,2
Eeco,,,outro lado,,Eeco,,e tio,,,,,3
Eeco,,,"o outro lado, um lado",,Eeco,,,,,Eeco me mak ahsîko; Pegue com uma só mão; Vamos para o outro lado (do rio); ,,4
eeco pó,,,no outro lado,,eeco pó,,,,,,,2
Eeco pó,,,no outro lado,,Eeco pó,,etio fo,,,,,3
eeco pona,,,para outro lado,,eeco pona,,,,,,,2
Eeco pona,,,para outro lado Eemu,,Eeco pona,,etio fona,,,,,3
Eei,,,grito para chamar de uma pessoa distante,,Eei,,,,,,,4
eeki eem,,,"testiculos, bolas",,eeki eem,,,,,emkaxapu (VBZD) + (NMZD); alguém que foi castrado; meus testículos; Eem poko nas amna,,4
eeko,,,traga,,eeko,,,,,,,2
Eeko,,,traga,,Eeko,,e co,,,,,3
Eemipo,,,consertar com linha ou fio),,Eemipo,,,,,Eemtho weemiyasî; Vou consertar a bola; Conserte a sua roupa; Eemipo xe wasî,,4
Eemîtî,,,qualquer lenha grande,,Eemîtî,,,,,,,4
eemu,,,bola,,eemu,,,,,,,2
eemu,,,bola,,eemu,,,,,,,2
Eemu,,,bola,,Eemu,,e mú,,,,,3
een eepata,,,"diante do rosto dele, em frente dele",,een eepata,,,,,Awepataw roro etoko; Siga em frente; colocar na frente dele; Eepatay,,4
eepatapora,16,820,feio,ugly,eepatapora,eepata-po-ra,eeΦata-Φo-ra,Lit. 'face-good-negative' 04.204.,,Literalmente. 'Face-Good-negativo' 04.204.,,1
Eepatari,,,rosto,,Eepatari,,,,,Oyepatari; meu rosto; rosto dele; ,,4
eepatarî,4,204,Rosto,face,eepatarî,eepata-rî,∅-eeΦata-rɨ,Lit. '3rd-face-poss'.,,Literalmente. '3ª face-poss'.,,1
eepatarî,4,208,bochecha,cheek   ,eepatarî,eepata-rî,∅-eeΦata-rɨ,Same as 'face' 04.204.,,O mesmo que 'rosto' 04.204.,,1
Eepoku,,,"não atingir o alvo, jogar objeto e não atingir o alvo",,Eepoku,,,,,"mas atrair atenção, ameaçar com um pau; Ehyu ñeepokyasî; Wooxam oyepoku; A mulher jogou alguma coisa em mim (para chamar a minha atenção)",,4
eepu,,,caule,,eepu,,,,,,,2
eepu,,,"caule da arvoré, pé da arvoré Eeputhîrî",,eepu,,,,,,,2
eepu,,,costumeira,,eepu,,,,,,,2
eepu,,,rio,,eepu,,,,,,,2
Eepu,,,caule,,Eepu,,e fu,,,,,3
Eepu,,,"caule da arvoré, pé da arvoré",,Eepu,,e fu,,,,,3
Eepu,,,costumeira,,Eepu,,e fu,,,,,3
Eepu,,,rio,,Eepu,,e fu,,,,,3
Eepu,,,rio,,Eepu,,e fu,,,,,3
Eepu,,,"Rio; tronco (de uma árvore), chefe (de uma aldeia)",,Eepu,,,,,Eepu kwaka korokakî; Lave-os no rio; Aanuwa é um rio; Krapa yepu kararaka,,4
tuuna yepu       ,1,360,"rio, riacho, riacho","river, stream, brook    ",eepu; tuuna yepu       ,,eeΦu; tuuna yeΦu       , Respectively: 'mainstream/ trunk'; 'water trunk'. Cf. 'tree trunk 08.730.; Respectively: 'mainstream/ trunk'; 'water trunk'. Cf. 'tree trunk 08.730.,, Respectivamente: 'mainstream/ tronco'; 'tronco de água'. Cf. 'Trunk de árvores 08.730.; Respectivamente: 'mainstream/ tronco'; 'tronco de água'. Cf. 'Trunk da árvore 08.730.,,1
eepu,1,360,"rio, riacho, riacho","river, stream, brook    ",eepu; tuuna yepu       ,,eeΦu; tuuna yeΦu       , Respectively: 'mainstream/ trunk'; 'water trunk'. Cf. 'tree trunk 08.730.; Respectively: 'mainstream/ trunk'; 'water trunk'. Cf. 'tree trunk 08.730.,, Respectivamente: 'mainstream/ tronco'; 'tronco de água'. Cf. 'Trunk de árvores 08.730.; Respectivamente: 'mainstream/ tronco'; 'tronco de água'. Cf. 'Trunk da árvore 08.730.,,1
Eeputhîrî,,,principal rio,,Eeputhîrî,,e fu thu ru,,,,,3
eerî eeta,,,acampamento,,eerî eeta,,,,,Kraywa yetatho tan; Os brasileiros acamparam aqui; Vamos voltar ao acampamento; Ketarî tan,,4
eetu,,,pica pau,,eetu,,,,,,,2
Eetu,,,pica pau,,Eetu,,e tu,,,,,3
Eetu,,,pica-pau,,Eetu,,,,,eetu kanahcuru???; ; ; ,,4
Eewiniki,,,"Adormecer, dormir, cochilando",,Eewiniki,,,,,Keewînîkyasî mak kica; Estou cochilando muito; ; ,,4
Eewopon,,,véu,,Eewopon,,,,,noro yeewopon; O véu dela; (TNZD); Eles cobriram o rosto de Jesus,,4
eexe,4,290,garganta,throat  ,eexe,,∅-eeše-∅,Lit. '3rd-throat-poss'.,,Literalmente. '3º poss-poss'.,,1
eexe,,,garganta,,eexe,,,,,,,2
eexe,,,voz,,eexe,,,,,,,2
Eexe,,,garganta,,Eexe,,e xe,,,,,3
Eexe,,,voz,,Eexe,,e xe,,,,,3
Eexe,,,"garganta, voz",,Eexe,,,,,tom (alto ou baixo) oyexe; minha garganta; Ele fala que a garganta doi; Exehra was okwe,,4
Ehcayamapon,,,não quem pode com ele ou com ela Ehe,,Ehcayamapon,,er tia ma fon,,,,,3
Ehcema,,,"dar remédio, tratar doença ou uma ferida",,Ehcema,,,,,Ehcemano wiiřasi; Vou tratar os que estão doentes; Vou á clínica; Kesehcemesî,,4
ehcemacho,,,posto de saúde,,ehcemacho,,,,,,,2
Ehcemacho,,,posto de saúde,,Ehcemacho,,er tié ma tio,,,,,3
ehcemañe,,,enfermeiro ou enfermeira,,ehcemañe,,,,,,,2
Ehcemañe,,,enfermeiro ou enfermeira,,Ehcemañe,,er tié ma me,,,,,3
Ehcemawre,,,ao mesmo tempo,,Ehcemawre,,,,,Ehcemawre mohcow; Eles viajaram ao mesmo tempo; ; ,,4
ehcemnî,,,que não tem cura,,ehcemnî,,,,,,,2
Ehcemnî,,,que não tem cura,,Ehcemnî,,er tiem nu,,,,,3
Ehci,,,remédio,,Ehci,,,,,Oyehci xe wasî; Quero remédio para mim; ; ,,4
ehči,4,880,"medicina, droga","medicine, drug",ehči,ehči,ehči,,,,,1
Ehci pokono,,,que trabalha com saúde,,Ehci pokono,,erti foko no,,,,,3
ehcimatopo pokono,,,que trabalha com saúde,,ehcimatopo pokono,,,,,,,2
ehciñonkanî,,,catinguento,,ehciñonkanî,,,,,,,2
Ehciñonkanî,,,catinguento,,Ehciñonkanî,,er ti nhon canu,,,,,3
Ehcoki,,,fazer um som esfregando um objeto contra o outro,,Ehcoki,,,,,𝐍̂ehcokyasî; Range quando esfregar um no outro; ; ,,4
ehcoko,,,tragam,,ehcoko,,,,,,,2
Ehcoko,,,tragam,,Ehcoko,,er tio co,,,,,3
Ehcopo,,,comprimentos desiguais,,Ehcopo,,,,,,,4
ehcoporo,,,não igual,,ehcoporo,,,,,,,2
Ehcoporo,,,não igual,,Ehcoporo,,er tio foro,,,,,3
ehcoyoponkacho,,,passa por cima das responsabilidades dos outros,,ehcoyoponkacho,,,,,,,2
Ehcoyoponkacho,,,passa por cima das responsabilidade dos outros,,Ehcoyoponkacho,,er tio fon ca tio,,,,,3
ehčoyoponkara,16,480,orgulhoso,proud,ehčoyoponkara,ehčoyoponkara,ehčo-yoΦo-nka-ra,Lit. 'detransitivizer-more than-verbl-neg'.,,Literalmente. 'Detransitivizer-More Than-Verbl-NEG'.,,1
ehčoyoponkara,18,450,se vanglorie,boast,ehčoyoponkara,ehčo-yoponka-ra,ehčo-yoΦonka-ra,Means 'not placing oneself over another person'.,,"Significa ""não se colocar sobre outra pessoa"".",,1
ehe,,,pegue,,ehe,,,,,,,2
Ehe,,,"expressão que significa levar, aqui está",,Ehe,,,,,"Ehe, ahsîko; Aqui está leve-o; ; ",,4
Ehku,,,"seiva (de uma árvore), resina",,Ehku,,,,,"Weewe yehkutho on; Isto é seiva de uma árvore; Tem seiva, é grudento; cehkukem (ATZD) + (NMZD) cola",,4
ehkunu,,,planta que não produz leite ou recina,,ehkunu,,,,,,,2
Ehkunu,,,planta que não produz leite ou recina,,Ehkunu,,er cunu,,,,,3
ehkura,,,sem leite,,ehkura,,,,,,,2
